card1,card2,position,skill,decision,played_at
Kh,5s,sb,advanced,aggress,2023-11-30 16:57:45.671456
8d,Ah,sb,advanced,aggress,2023-11-30 16:57:58.725211
Ac,5c,sb,advanced,aggress,2023-11-30 16:58:04.373268
2c,As,bb,advanced,aggress,2023-11-30 16:58:12.022482
8d,6c,sb,advanced,fold,2023-11-30 16:58:24.437441
4h,Qc,bb,advanced,fold,2023-11-30 16:58:27.359271
9d,Ks,sb,advanced,aggress,2023-11-30 16:58:29.190232
3d,7c,bb,advanced,fold,2023-11-30 16:58:31.516999
3h,3s,sb,advanced,aggress,2023-11-30 16:58:33.169745
4d,Ah,bb,advanced,aggress,2023-11-30 16:58:42.62859
8c,Qh,sb,advanced,aggress,2023-11-30 16:58:53.849079
6c,5c,bb,advanced,aggress,2023-11-30 16:59:03.961548
7d,Qd,sb,advanced,aggress,2023-11-30 16:59:12.894405
2d,7c,sb,advanced,fold,2023-11-30 16:59:27.06866
7s,4c,sb,advanced,fold,2023-11-30 16:59:35.747098
Ts,8s,sb,advanced,aggress,2023-11-30 16:59:41.717456
4c,6h,sb,advanced,fold,2023-11-30 16:59:47.197556
Td,3c,sb,advanced,fold,2023-11-30 16:59:52.663572
Kh,Kc,sb,advanced,aggress,2023-11-30 17:00:03.966386
Jh,4c,sb,advanced,fold,2023-11-30 17:00:17.48634
5d,Ts,bb,advanced,fold,2023-11-30 17:00:23.305105
7c,8h,sb,advanced,aggress,2023-11-30 17:00:28.01089
7c,Kd,bb,advanced,aggress,2023-11-30 17:00:40.484762
5d,Td,sb,advanced,fold,2023-11-30 17:01:08.579468
2h,7d,sb,advanced,fold,2023-11-30 17:01:13.910935
Th,6h,sb,advanced,aggress,2023-11-30 17:01:20.987604
9s,8h,bb,advanced,fold,2023-11-30 17:01:36.755008
5s,9c,sb,advanced,fold,2023-11-30 17:01:39.088194
Qc,9d,sb,advanced,aggress,2023-11-30 17:02:07.638171
Jh,5c,bb,advanced,fold,2023-11-30 17:02:17.718765
4c,7c,sb,advanced,aggress,2023-11-30 17:02:19.932599
Ad,2c,sb,advanced,aggress,2023-11-30 17:02:25.568667
Kd,7d,bb,advanced,aggress,2023-11-30 17:02:27.342291
2h,Js,sb,advanced,fold,2023-11-30 17:02:36.96218
Tc,3d,sb,advanced,fold,2023-11-30 17:02:43.173477
Tc,Ts,bb,advanced,aggress,2023-11-30 17:02:45.146188
6s,8c,sb,advanced,fold,2023-11-30 16:59:58.474502
3d,Qh,bb,advanced,fold,2023-11-30 17:00:19.629767
6s,5h,sb,advanced,fold,2023-11-30 17:00:21.569862
6d,Kd,sb,advanced,aggress,2023-11-30 17:01:27.535737
5d,8c,sb,advanced,fold,2023-11-30 17:01:44.69991
Kd,6h,bb,advanced,aggress,2023-11-30 17:01:46.785931
Qh,Kh,sb,advanced,aggress,2023-11-30 17:01:55.954377
Qd,4h,bb,advanced,aggress,2023-11-30 17:01:58.244199
5s,Jc,sb,advanced,fold,2023-11-30 17:26:29.122939
Qs,Td,sb,advanced,aggress,2023-11-30 17:26:34.977354
2d,5c,bb,advanced,fold,2023-11-30 17:26:37.601913
4d,4c,sb,advanced,aggress,2023-11-30 17:26:39.408121
4c,Kd,bb,advanced,aggress,2023-11-30 17:26:53.041601
7s,6s,sb,advanced,aggress,2023-11-30 17:27:05.570685
9c,Th,bb,advanced,aggress,2023-11-30 17:27:10.689947
5s,Jc,sb,advanced,fold,2023-11-30 17:27:20.510268
9d,9c,bb,advanced,aggress,2023-11-30 17:27:21.93135
Th,3h,sb,advanced,fold,2023-11-30 17:27:30.982438
9h,3s,sb,advanced,fold,2023-11-30 17:27:36.781206
6c,Ac,sb,advanced,aggress,2023-11-30 17:27:47.030026
Tc,As,bb,advanced,aggress,2023-11-30 17:27:51.237244
3s,Th,sb,advanced,fold,2023-11-30 17:28:00.625488
4s,7h,bb,advanced,fold,2023-11-30 17:28:02.638905
6c,4h,sb,advanced,fold,2023-11-30 17:28:04.380818
Kd,Ah,sb,beginner,aggress,2023-11-30 17:36:01.514164
Jh,Tc,sb,beginner,aggress,2023-11-30 17:36:07.361706
8d,7s,bb,beginner,aggress,2023-11-30 17:36:11.073473
Kd,4h,sb,beginner,fold,2023-11-30 17:36:21.502607
8s,7h,sb,beginner,fold,2023-11-30 17:36:26.785987
Kc,2s,bb,beginner,fold,2023-11-30 17:36:28.617501
Kc,4s,sb,beginner,fold,2023-11-30 17:36:29.877419
4h,9h,bb,beginner,fold,2023-11-30 17:36:30.889376
Qd,4h,sb,beginner,fold,2023-11-30 17:36:32.243074
9h,3s,bb,beginner,fold,2023-11-30 17:36:33.160598
Ah,7s,sb,beginner,aggress,2023-11-30 17:36:34.557385
8h,Ac,sb,beginner,aggress,2023-11-30 17:36:39.912767
7h,3d,sb,beginner,fold,2023-11-30 17:36:45.542644
8d,Jc,bb,beginner,aggress,2023-11-30 17:36:47.48163
4h,Qh,sb,beginner,fold,2023-11-30 17:36:56.618323
Tc,4d,sb,beginner,fold,2023-11-30 17:37:04.847216
5d,6c,bb,beginner,fold,2023-11-30 17:37:30.280649
9s,Kh,sb,beginner,aggress,2023-11-30 17:37:32.676717
Kh,Qc,sb,beginner,aggress,2023-11-30 17:37:40.093051
9h,Qs,bb,beginner,aggress,2023-11-30 17:37:46.433899
Th,2s,sb,beginner,fold,2023-11-30 17:37:56.029293
3s,2h,bb,beginner,fold,2023-11-30 17:37:59.399127
9h,9c,sb,beginner,aggress,2023-11-30 17:38:01.101933
5s,4d,sb,advanced,fold,2023-11-30 17:40:34.401089
7h,7s,sb,advanced,aggress,2023-11-30 17:40:40.293266
8s,Qs,bb,advanced,aggress,2023-11-30 17:40:43.097291
4d,3s,sb,advanced,fold,2023-11-30 17:40:51.856695
5h,8d,bb,advanced,fold,2023-11-30 17:40:53.707366
Ac,Kh,sb,advanced,aggress,2023-11-30 17:40:55.061158
9s,Qc,bb,advanced,aggress,2023-11-30 17:40:56.571439
8h,9d,sb,advanced,fold,2023-11-30 17:41:07.624214
8d,4s,bb,advanced,fold,2023-11-30 17:41:08.623919
8h,9d,sb,advanced,aggress,2023-11-30 17:41:17.926537
4s,Ah,sb,advanced,aggress,2023-11-30 17:41:23.650158
Td,4s,bb,advanced,fold,2023-11-30 17:41:25.208363
8c,9h,sb,advanced,aggress,2023-11-30 17:41:26.274936
As,6c,bb,advanced,aggress,2023-11-30 17:41:27.829327
Ac,Td,sb,advanced,aggress,2023-11-30 17:41:36.604937
7s,8h,bb,advanced,fold,2023-11-30 17:41:38.141404
9c,3s,sb,advanced,fold,2023-11-30 17:41:39.367157
Ks,3c,sb,advanced,fold,2023-11-30 17:41:44.833102
7d,6d,sb,advanced,fold,2023-11-30 17:41:50.72123
Ks,4h,bb,advanced,fold,2023-11-30 17:41:52.086305
Tc,2h,sb,advanced,fold,2023-11-30 17:41:53.131169
Ad,Jc,bb,advanced,aggress,2023-11-30 17:41:54.560016
4h,As,sb,advanced,fold,2023-11-30 17:42:03.625306
9c,Ac,sb,advanced,aggress,2023-11-30 17:46:57.923157
Kc,3s,bb,advanced,fold,2023-11-30 17:46:59.634496
Ts,3h,sb,advanced,fold,2023-11-30 17:47:03.71043
7d,7c,sb,advanced,aggress,2023-11-30 17:47:09.075856
3d,3s,bb,advanced,aggress,2023-11-30 17:47:11.371675
Ts,5s,sb,advanced,fold,2023-11-30 17:47:20.399943
8s,6h,bb,advanced,fold,2023-11-30 17:47:21.616192
As,9c,sb,advanced,aggress,2023-11-30 17:47:22.90016
Ah,Js,bb,advanced,aggress,2023-11-30 17:47:24.226529
8d,5s,sb,advanced,fold,2023-11-30 17:47:32.720836
Kc,As,sb,advanced,aggress,2023-11-30 17:47:37.646084
Ah,Kd,bb,advanced,aggress,2023-11-30 17:47:39.67096
Kh,2h,sb,advanced,aggress,2023-11-30 17:47:48.547511
8h,5c,bb,advanced,fold,2023-11-30 17:47:50.262409
Kd,4h,sb,advanced,fold,2023-11-30 17:47:51.534265
2s,Ks,bb,advanced,fold,2023-11-30 17:47:52.670254
Th,Ah,sb,advanced,aggress,2023-11-30 17:47:53.906666
Qh,5c,bb,advanced,fold,2023-11-30 17:47:55.578042
Qd,6h,sb,advanced,fold,2023-11-30 17:47:57.048077
7c,Ts,bb,advanced,fold,2023-11-30 17:47:58.05259
2c,Qd,sb,advanced,fold,2023-11-30 17:47:59.086589
7d,6c,sb,advanced,fold,2023-11-30 17:48:04.202697
2s,9s,sb,advanced,fold,2023-11-30 17:48:09.183785
Qd,9d,bb,advanced,aggress,2023-11-30 17:48:10.470859
2d,Jc,sb,advanced,fold,2023-11-30 17:48:19.890593
Jc,Ad,bb,advanced,aggress,2023-11-30 17:48:21.0938
Qd,7s,sb,advanced,fold,2023-11-30 17:48:29.502746
4c,6c,sb,advanced,fold,2023-11-30 17:48:34.375784
7s,7d,bb,advanced,aggress,2023-11-30 17:48:35.738664
4s,7d,sb,advanced,fold,2023-11-30 17:48:44.226533
4c,7s,bb,advanced,fold,2023-11-30 17:48:45.022574
5s,Ah,sb,advanced,fold,2023-11-30 17:48:46.363853
3s,7c,bb,advanced,fold,2023-11-30 17:48:47.190895
8h,8s,sb,advanced,aggress,2023-11-30 17:48:48.706179
Qc,Js,sb,advanced,aggress,2023-11-30 17:49:35.774244
5d,2c,bb,advanced,fold,2023-11-30 17:49:37.418445
3h,Qs,sb,advanced,fold,2023-11-30 17:49:38.512598
5d,Th,bb,advanced,fold,2023-11-30 17:49:39.491452
Ks,2d,sb,advanced,fold,2023-11-30 17:49:40.391731
As,Jh,bb,advanced,aggress,2023-11-30 17:49:41.409291
9d,9h,sb,advanced,aggress,2023-11-30 17:49:50.355487
3s,5h,bb,advanced,fold,2023-11-30 17:49:51.547734
Ah,7h,sb,advanced,aggress,2023-11-30 17:49:52.613786
4c,8h,bb,advanced,fold,2023-11-30 17:50:01.889404
7s,Ts,sb,advanced,fold,2023-11-30 17:50:03.043326
5h,3h,sb,advanced,fold,2023-11-30 17:50:08.014544
7d,5h,sb,advanced,fold,2023-11-30 17:50:13.313692
3c,8h,bb,advanced,fold,2023-11-30 17:50:14.866671
8s,3h,sb,advanced,fold,2023-11-30 17:50:15.946452
4s,Qc,sb,advanced,fold,2023-11-30 17:50:20.891987
Jh,7h,sb,advanced,fold,2023-11-30 17:50:26.088539
Kh,5c,bb,advanced,fold,2023-11-30 17:50:28.393871
5s,Kd,sb,advanced,fold,2023-11-30 17:50:29.38747
2h,6s,bb,advanced,fold,2023-11-30 17:50:30.222967
Ad,6h,sb,advanced,fold,2023-11-30 17:50:31.232932
9d,Kh,bb,advanced,aggress,2023-11-30 17:50:32.738793
Js,9s,sb,advanced,aggress,2023-11-30 17:50:41.447611
8h,7c,sb,intermediate,fold,2023-11-30 18:07:35.27907
Ks,6s,bb,intermediate,aggress,2023-11-30 18:07:45.809423
5c,Kd,sb,intermediate,fold,2023-11-30 18:35:20.847853
8c,2c,sb,intermediate,fold,2023-11-30 18:35:30.171763
Th,2s,bb,intermediate,aggress,2023-11-30 18:35:36.60376
4h,3c,sb,beginner,fold,2023-11-30 19:11:47.242347
Qc,7s,bb,beginner,aggress,2023-11-30 19:12:04.928703
6d,6s,sb,beginner,aggress,2023-11-30 19:12:18.03481
Kd,6d,sb,beginner,aggress,2023-11-30 19:12:28.726255
7d,2h,bb,beginner,fold,2023-11-30 19:12:35.396605
Jh,Th,sb,beginner,aggress,2023-11-30 19:12:38.761951
2c,8c,sb,beginner,fold,2023-11-30 19:12:47.260404
9h,3d,sb,beginner,fold,2023-11-30 19:12:54.67648
5d,7s,bb,beginner,fold,2023-11-30 19:12:57.004382
Ac,Jd,sb,beginner,aggress,2023-11-30 19:12:59.080688
7s,3d,sb,beginner,fold,2023-11-30 19:13:05.771505
Ad,9d,bb,beginner,aggress,2023-11-30 19:13:07.866857
6d,7h,sb,beginner,fold,2023-11-30 19:13:20.629456
7h,4h,bb,beginner,fold,2023-11-30 19:13:22.593794
Ts,7d,sb,beginner,aggress,2023-11-30 19:13:25.756669
3c,3d,bb,beginner,aggress,2023-11-30 19:13:35.926649
4c,7c,sb,beginner,fold,2023-11-30 19:13:50.354061
6c,7c,sb,beginner,fold,2023-11-30 19:13:58.990037
Qc,Kh,bb,beginner,aggress,2023-11-30 19:14:01.034798
8d,Kc,sb,advanced,aggress,2023-11-30 19:18:08.619801
6s,Qd,sb,advanced,fold,2023-11-30 19:18:24.866044
9d,5c,bb,advanced,fold,2023-11-30 19:18:35.953606
Td,Qc,sb,advanced,aggress,2023-11-30 19:18:39.023771
3d,5d,bb,advanced,aggress,2023-11-30 19:18:42.329359
Qc,5d,sb,advanced,fold,2023-11-30 19:18:58.581667
6h,9d,bb,advanced,fold,2023-11-30 19:19:01.697359
4s,Qh,sb,advanced,fold,2023-11-30 19:19:04.565745
2h,4d,bb,advanced,fold,2023-11-30 19:19:06.299709
4h,8h,sb,advanced,fold,2023-11-30 19:19:10.506143
3d,5h,bb,advanced,fold,2023-11-30 19:19:53.568807
5s,Ad,sb,advanced,aggress,2023-11-30 19:19:59.248902
Ah,4c,bb,advanced,aggress,2023-11-30 19:20:02.229184
6h,Qd,sb,advanced,fold,2023-11-30 19:25:36.301406
4c,Qd,bb,advanced,fold,2023-11-30 19:25:43.723176
4d,3s,sb,advanced,fold,2023-11-30 19:25:46.366074
Jh,2s,sb,advanced,fold,2023-11-30 19:25:52.533263
Kc,5d,sb,advanced,fold,2023-11-30 19:26:00.555179
Kc,Kd,sb,advanced,aggress,2023-11-30 19:26:07.662228
Qd,Kh,bb,advanced,aggress,2023-11-30 19:26:14.694015
3h,6d,sb,intermediate,fold,2023-11-30 20:16:54.461166
Kd,Qc,sb,intermediate,aggress,2023-11-30 20:17:00.863903
7h,6s,bb,intermediate,aggress,2023-11-30 20:17:09.787717
Ad,Ts,sb,intermediate,aggress,2023-11-30 20:17:20.343368
6d,2c,sb,intermediate,fold,2023-11-30 20:17:34.963861
7h,Qs,bb,intermediate,fold,2023-11-30 20:17:40.662917
Qc,9d,sb,intermediate,aggress,2023-11-30 20:17:44.187805
Qc,Jd,bb,intermediate,aggress,2023-11-30 20:17:46.890479
2s,Jc,sb,intermediate,fold,2023-11-30 20:17:56.190694
2s,8h,bb,intermediate,fold,2023-11-30 20:17:57.664107
Kh,Kc,sb,intermediate,aggress,2023-11-30 20:18:01.39576
8d,Qs,sb,intermediate,aggress,2023-11-30 20:18:07.595689
Qh,Js,bb,intermediate,aggress,2023-11-30 20:18:10.080314
Td,Ac,sb,advanced,aggress,2023-11-30 21:15:11.3993
2c,2s,sb,advanced,aggress,2023-11-30 21:15:18.859436
6h,Qs,sb,advanced,fold,2023-11-30 21:15:19.231053
3h,8c,bb,advanced,fold,2023-11-30 21:15:22.520267
As,7d,sb,advanced,aggress,2023-11-30 21:15:25.329484
Qs,7d,bb,advanced,fold,2023-11-30 21:15:28.977243
7d,Js,bb,advanced,fold,2023-11-30 21:15:30.177331
4h,Jc,sb,advanced,fold,2023-11-30 21:15:31.449392
Ah,Qc,bb,advanced,aggress,2023-11-30 21:15:36.941753
8s,5c,sb,advanced,fold,2023-11-30 21:15:38.030334
9s,Qd,sb,advanced,fold,2023-11-30 21:15:50.271307
6h,2h,sb,advanced,fold,2023-11-30 21:15:54.004791
6c,Qd,sb,advanced,fold,2023-11-30 21:15:58.262781
2s,9d,sb,advanced,fold,2023-11-30 21:16:02.927109
4h,2h,sb,advanced,fold,2023-11-30 21:16:04.285886
2c,7d,sb,advanced,fold,2023-11-30 21:16:09.582219
Kd,9d,sb,advanced,aggress,2023-11-30 21:16:10.884753
Th,Ad,sb,advanced,aggress,2023-11-30 21:16:20.857124
8h,9d,bb,advanced,aggress,2023-11-30 21:16:21.218822
Qc,5h,sb,intermediate,fold,2023-11-30 21:16:33.06027
Ts,9d,sb,advanced,aggress,2023-11-30 21:16:33.941313
Ac,Ts,sb,advanced,aggress,2023-11-30 21:16:35.882946
5h,5c,bb,advanced,aggress,2023-11-30 21:16:36.722834
2c,4c,sb,intermediate,aggress,2023-11-30 21:16:42.492755
Jc,Kd,bb,advanced,aggress,2023-11-30 21:16:45.828672
3d,Js,sb,intermediate,aggress,2023-11-30 21:16:57.129664
Js,5c,sb,advanced,fold,2023-11-30 21:16:58.46208
Kh,Tc,bb,intermediate,aggress,2023-11-30 21:17:01.129038
Ks,4d,bb,advanced,fold,2023-11-30 21:17:02.169952
5s,6s,sb,advanced,fold,2023-11-30 21:17:07.710101
Qh,Js,bb,advanced,aggress,2023-11-30 21:17:10.000179
Qh,Js,bb,advanced,aggress,2023-11-30 21:17:10.092858
Th,5c,sb,intermediate,fold,2023-11-30 21:17:19.131548
2d,6h,sb,advanced,fold,2023-11-30 21:17:19.596828
Kc,6c,bb,intermediate,aggress,2023-11-30 21:17:22.929331
3c,7h,sb,advanced,fold,2023-11-30 21:17:25.352451
Js,3h,sb,advanced,fold,2023-11-30 21:17:31.057716
5c,Tc,bb,advanced,fold,2023-11-30 21:17:33.09559
9h,Qh,sb,advanced,aggress,2023-11-30 21:17:35.048901
7c,9d,sb,beginner,fold,2023-11-30 21:17:35.459014
6d,3c,sb,intermediate,fold,2023-11-30 21:17:38.069181
8s,Ts,bb,intermediate,aggress,2023-11-30 21:17:44.292443
3c,5s,sb,beginner,fold,2023-11-30 21:17:44.438323
7d,Jc,bb,beginner,aggress,2023-11-30 21:17:53.350359
6c,2s,sb,intermediate,fold,2023-11-30 21:17:54.21866
Td,5h,bb,intermediate,fold,2023-11-30 21:17:55.990005
9h,Td,sb,intermediate,aggress,2023-11-30 21:17:58.483303
2c,Qs,sb,beginner,fold,2023-11-30 21:18:12.109967
Ks,6s,sb,intermediate,aggress,2023-11-30 21:18:12.24658
Jd,2s,bb,beginner,fold,2023-11-30 21:18:17.389402
4h,9s,sb,beginner,fold,2023-11-30 21:18:21.393281
9s,Kh,sb,intermediate,aggress,2023-11-30 21:18:24.624722
6h,7c,bb,beginner,fold,2023-11-30 21:18:27.587676
3h,Tc,bb,intermediate,fold,2023-11-30 21:18:34.26759
8s,3d,sb,intermediate,fold,2023-11-30 21:18:36.094116
3d,Ts,sb,beginner,fold,2023-11-30 21:18:37.668854
4s,4d,bb,intermediate,aggress,2023-11-30 21:18:37.990664
4d,6c,bb,beginner,fold,2023-11-30 21:18:40.370046
Td,7d,sb,beginner,aggress,2023-11-30 21:18:43.194049
4d,2c,sb,intermediate,fold,2023-11-30 21:18:49.113474
Jc,8c,bb,beginner,aggress,2023-11-30 21:18:51.991694
Kh,3h,sb,intermediate,aggress,2023-11-30 21:18:54.907636
4s,As,sb,intermediate,aggress,2023-11-30 21:19:00.752034
8c,Ah,sb,beginner,aggress,2023-11-30 21:19:08.422109
2h,4d,sb,intermediate,fold,2023-11-30 21:19:13.929123
Jd,5s,bb,beginner,aggress,2023-11-30 21:19:14.162525
5c,Qc,bb,intermediate,aggress,2023-11-30 21:19:16.571796
Qd,Jc,sb,beginner,aggress,2023-11-30 21:19:25.412664
7d,Kd,sb,intermediate,aggress,2023-11-30 21:19:26.159531
9s,Kd,sb,intermediate,aggress,2023-11-30 21:19:33.589817
6s,4h,sb,beginner,fold,2023-11-30 21:19:40.803524
7d,Qh,bb,intermediate,aggress,2023-11-30 21:19:42.887772
8d,Ac,bb,beginner,aggress,2023-11-30 21:19:45.171241
Ac,Ad,sb,intermediate,aggress,2023-11-30 21:19:51.674215
4h,5d,sb,beginner,fold,2023-11-30 21:19:56.241663
Kd,2c,bb,beginner,aggress,2023-11-30 21:20:03.491676
Jc,Ad,sb,beginner,aggress,2023-11-30 21:20:15.639057
5c,Kh,sb,intermediate,aggress,2023-11-30 21:20:43.63054
6h,9c,sb,beginner,fold,2023-11-30 21:20:51.534355
7d,9s,bb,intermediate,fold,2023-11-30 21:20:53.036122
5c,6c,sb,beginner,fold,2023-11-30 21:21:02.204486
9s,6d,sb,beginner,fold,2023-11-30 21:21:18.430094
Qc,Ah,bb,beginner,aggress,2023-11-30 21:21:21.163907
Ac,2h,bb,beginner,aggress,2023-11-30 21:21:29.03298
Kd,7c,bb,beginner,fold,2023-11-30 21:21:34.854331
Kd,5c,sb,beginner,fold,2023-11-30 21:21:41.038049
9h,Kd,bb,beginner,aggress,2023-11-30 21:21:55.964166
Ts,Jh,bb,beginner,aggress,2023-11-30 21:21:58.413489
3c,9d,sb,beginner,fold,2023-11-30 21:22:09.093982
3c,5c,sb,beginner,aggress,2023-11-30 21:22:16.315859
6h,Jh,bb,beginner,fold,2023-11-30 21:22:23.721685
Ad,As,sb,beginner,aggress,2023-11-30 21:22:26.633608
Qc,As,bb,beginner,aggress,2023-11-30 21:22:29.651144
Qh,6d,sb,beginner,aggress,2023-11-30 21:22:42.138238
8c,8h,bb,intermediate,aggress,2023-11-30 21:22:47.766695
Qd,Jc,sb,intermediate,fold,2023-11-30 21:23:02.234367
4d,8c,sb,beginner,fold,2023-11-30 21:23:07.262507
Kd,3s,sb,intermediate,fold,2023-11-30 21:23:14.365382
7c,6d,sb,beginner,fold,2023-11-30 21:23:19.56387
Ac,Jh,bb,beginner,aggress,2023-11-30 21:23:27.004715
Tc,Ah,sb,intermediate,aggress,2023-11-30 21:23:30.311995
6c,6s,sb,intermediate,aggress,2023-11-30 21:23:38.01765
Js,6s,sb,intermediate,aggress,2023-11-30 21:23:45.819764
5h,Jc,sb,beginner,fold,2023-11-30 21:23:52.695566
Ts,As,bb,beginner,aggress,2023-11-30 21:23:55.121895
Js,3d,sb,beginner,fold,2023-11-30 21:24:08.070376
Jc,Jh,sb,beginner,aggress,2023-11-30 21:24:25.407322
7s,Js,sb,beginner,aggress,2023-11-30 21:24:32.048391
Qs,7d,sb,beginner,aggress,2023-11-30 21:24:55.522289
6c,5h,sb,beginner,aggress,2023-11-30 21:25:18.581354
5h,3h,bb,beginner,fold,2023-11-30 21:25:23.268902
5d,2d,sb,beginner,fold,2023-11-30 21:25:27.144455
2s,Qd,bb,beginner,fold,2023-11-30 21:25:38.127923
8s,7d,sb,beginner,aggress,2023-11-30 21:25:42.512789
Jd,5d,sb,beginner,fold,2023-11-30 21:25:58.596142
7c,Qd,bb,beginner,aggress,2023-11-30 21:26:11.771279
Kc,7h,bb,beginner,aggress,2023-11-30 21:26:46.441853
As,5d,bb,beginner,aggress,2023-11-30 21:27:03.683743
5c,6c,sb,beginner,aggress,2023-11-30 21:27:16.177337
3s,3c,sb,beginner,aggress,2023-11-30 21:27:36.149892
9d,Qd,bb,beginner,aggress,2023-11-30 21:27:49.409718
4s,Th,sb,beginner,fold,2023-11-30 21:28:01.57072
Js,Qc,sb,intermediate,aggress,2023-11-30 21:19:57.572301
4d,Ah,sb,beginner,aggress,2023-11-30 21:20:22.635717
4h,Kc,sb,beginner,aggress,2023-11-30 21:20:29.609311
Kh,5d,sb,beginner,aggress,2023-11-30 21:20:37.607512
9s,5c,sb,beginner,fold,2023-11-30 21:20:44.749797
9c,Jc,bb,beginner,fold,2023-11-30 21:20:52.272333
6h,Qh,bb,beginner,aggress,2023-11-30 21:20:55.118395
Kd,4d,sb,intermediate,aggress,2023-11-30 21:20:55.326162
3h,8d,sb,beginner,fold,2023-11-30 21:20:55.657907
Qd,2c,bb,beginner,fold,2023-11-30 21:20:58.675305
5d,2c,bb,beginner,fold,2023-11-30 21:21:04.684773
Qd,Jc,bb,intermediate,aggress,2023-11-30 21:21:05.017537
Th,Qc,sb,beginner,aggress,2023-11-30 21:21:14.364097
8s,4c,bb,beginner,fold,2023-11-30 21:21:21.742053
5c,6s,sb,beginner,fold,2023-11-30 21:21:26.425022
2h,Jd,sb,beginner,fold,2023-11-30 21:21:30.577979
3d,Kc,sb,beginner,aggress,2023-11-30 21:21:40.494148
9c,6s,bb,beginner,fold,2023-11-30 21:21:43.782187
4c,Qd,sb,beginner,aggress,2023-11-30 21:21:47.049713
7s,6h,sb,beginner,aggress,2023-11-30 21:21:47.943557
Qd,Jc,sb,beginner,aggress,2023-11-30 21:22:07.557193
3s,6s,sb,intermediate,fold,2023-11-30 21:22:45.534304
9s,Jh,bb,beginner,aggress,2023-11-30 21:22:54.624994
Th,Ac,bb,intermediate,aggress,2023-11-30 21:23:04.346881
5d,2c,bb,beginner,fold,2023-11-30 21:23:22.036854
Kd,7d,sb,intermediate,fold,2023-11-30 21:23:22.310103
6d,4h,sb,beginner,fold,2023-11-30 21:23:24.585865
Jd,8h,bb,intermediate,fold,2023-11-30 21:23:26.636843
6d,Th,bb,intermediate,fold,2023-11-30 21:23:34.351064
7d,Ts,bb,intermediate,fold,2023-11-30 21:23:43.319219
Qs,2d,sb,beginner,fold,2023-11-30 21:23:46.178009
Ac,Jh,bb,intermediate,aggress,2023-11-30 21:23:49.962891
Ks,2c,sb,beginner,fold,2023-11-30 21:24:18.200247
6h,Qd,bb,beginner,fold,2023-11-30 21:24:29.150106
Kd,Kc,sb,beginner,aggress,2023-11-30 21:24:46.816747
6d,Jh,bb,beginner,fold,2023-11-30 21:25:30.801466
Ad,Qd,sb,beginner,aggress,2023-11-30 21:25:33.457485
2c,5s,sb,beginner,fold,2023-11-30 21:26:06.593593
Qh,Kh,sb,beginner,aggress,2023-11-30 21:26:27.999293
3h,5h,bb,beginner,fold,2023-11-30 21:26:39.657253
4d,As,sb,beginner,aggress,2023-11-30 21:26:42.315014
Qd,4s,sb,beginner,fold,2023-11-30 21:27:01.115425
9c,Td,sb,beginner,aggress,2023-11-30 21:28:09.773784
3h,Jc,sb,beginner,fold,2023-11-30 21:28:21.548056
8h,Kc,sb,beginner,aggress,2023-11-30 21:28:29.441154
5h,6s,bb,beginner,fold,2023-11-30 21:28:42.609543
Qs,2c,sb,beginner,fold,2023-11-30 21:28:45.587887
5c,9c,bb,beginner,fold,2023-11-30 21:28:49.117533
7h,8h,sb,beginner,aggress,2023-11-30 21:28:51.60001
Qs,3s,sb,beginner,aggress,2023-11-30 22:02:30.944943
7s,7c,sb,beginner,aggress,2023-11-30 22:02:47.971961
3h,5h,bb,beginner,aggress,2023-11-30 22:02:57.629816
Kc,9c,sb,beginner,aggress,2023-11-30 22:03:08.75031
Td,7s,sb,beginner,fold,2023-11-30 22:03:22.627435
Jc,7d,sb,beginner,aggress,2023-11-30 22:03:32.720196
Qh,6s,bb,beginner,aggress,2023-11-30 22:03:44.498147
Ac,7d,sb,beginner,aggress,2023-11-30 22:03:55.611276
7d,5c,bb,beginner,fold,2023-11-30 22:03:58.835502
Jd,Ad,sb,beginner,aggress,2023-11-30 22:04:03.01207
8c,Jh,bb,beginner,aggress,2023-11-30 22:04:07.965021
Qd,Ts,sb,beginner,aggress,2023-11-30 22:10:03.158135
5d,3d,sb,beginner,aggress,2023-11-30 22:10:24.789187
6c,Kc,bb,beginner,aggress,2023-11-30 22:10:36.183544
7h,5d,sb,beginner,fold,2023-11-30 22:10:46.660581
Ah,Kd,bb,beginner,aggress,2023-11-30 22:11:42.242567
Kh,4c,sb,beginner,aggress,2023-11-30 22:11:53.536739
Qs,7d,bb,beginner,aggress,2023-11-30 22:12:16.950022
3h,As,sb,beginner,aggress,2023-11-30 22:12:45.698301
3h,4c,sb,beginner,fold,2023-11-30 22:12:59.800223
7d,3h,bb,beginner,fold,2023-11-30 22:13:06.281724
7d,As,sb,beginner,aggress,2023-11-30 22:13:09.462858
9d,2d,bb,beginner,aggress,2023-11-30 22:13:24.399019
9c,6s,sb,beginner,fold,2023-11-30 22:13:46.086677
Tc,Qh,bb,beginner,aggress,2023-11-30 22:14:11.366901
2h,4s,sb,beginner,fold,2023-11-30 22:14:40.467793
4h,6s,bb,beginner,fold,2023-11-30 22:14:52.575297
Kh,3d,sb,beginner,aggress,2023-11-30 22:14:58.160268
3c,Ad,sb,beginner,aggress,2023-11-30 22:15:06.497072
