card1,card2,position,skill,decision,played_at
Jc,7s,bb,beginner,fold,2023-11-30 15:57:40.95878
Ts,5s,sb,beginner,fold,2023-11-30 15:57:42.7667
4h,7s,sb,advanced,fold,2023-11-30 15:57:43.695577
3h,9s,bb,beginner,fold,2023-11-30 15:57:44.49932
7h,Kc,sb,beginner,fold,2023-11-30 15:57:46.070608
2s,5d,sb,intermediate,fold,2023-11-30 15:57:47.027145
3h,4c,bb,beginner,fold,2023-11-30 15:57:47.425966
9c,9h,sb,advanced,aggress,2023-11-30 15:57:48.728231
Qh,7h,sb,beginner,aggress,2023-11-30 15:57:51.290705
5h,Tc,bb,intermediate,fold,2023-11-30 15:57:51.34882
2h,5c,sb,advanced,fold,2023-11-30 15:57:53.936066
Kh,Js,sb,intermediate,aggress,2023-11-30 15:57:55.016125
Qc,9s,bb,advanced,aggress,2023-11-30 15:57:56.157344
Kd,As,sb,beginner,aggress,2023-11-30 15:58:04.754257
9c,Kd,sb,advanced,aggress,2023-11-30 15:58:05.159195
Qd,6h,bb,advanced,aggress,2023-11-30 15:58:08.039494
4h,Tc,sb,intermediate,fold,2023-11-30 15:58:08.703784
7c,7h,bb,intermediate,aggress,2023-11-30 15:58:12.061385
4h,Tc,sb,advanced,fold,2023-11-30 15:58:17.373454
8h,Js,bb,advanced,aggress,2023-11-30 15:58:18.57124
Qc,4s,sb,intermediate,fold,2023-11-30 15:58:22.364794
Ts,4d,bb,intermediate,fold,2023-11-30 15:58:24.020918
6s,Td,sb,advanced,aggress,2023-11-30 15:58:27.215262
8h,9c,sb,intermediate,aggress,2023-11-30 15:58:27.222694
Jd,7c,sb,advanced,aggress,2023-11-30 15:58:32.387171
Kh,Tc,bb,intermediate,aggress,2023-11-30 15:58:33.270304
Ks,Jc,bb,beginner,aggress,2023-11-30 15:58:36.297875
5s,8s,sb,advanced,fold,2023-11-30 15:58:37.437562
7d,Td,bb,advanced,aggress,2023-11-30 15:58:38.74449
2s,5h,sb,intermediate,fold,2023-11-30 15:58:44.876818
Ac,Kh,sb,advanced,aggress,2023-11-30 15:58:47.023031
Td,5c,bb,intermediate,fold,2023-11-30 15:58:47.465116
7c,Js,bb,advanced,fold,2023-11-30 15:58:48.789116
Qs,6c,sb,advanced,aggress,2023-11-30 15:58:50.005562
Kh,7h,sb,intermediate,aggress,2023-11-30 15:58:50.567091
8s,Tc,bb,intermediate,aggress,2023-11-30 15:59:00.694776
2c,Td,sb,advanced,fold,2023-11-30 15:59:02.571526
4h,Jd,sb,advanced,aggress,2023-11-30 15:59:08.10574
2c,8h,sb,intermediate,fold,2023-11-30 15:59:10.407779
Js,9c,bb,intermediate,aggress,2023-11-30 15:59:12.516959
Js,8d,bb,advanced,aggress,2023-11-30 15:59:17.039349
7c,8d,sb,intermediate,aggress,2023-11-30 15:59:21.684914
3c,6h,sb,advanced,fold,2023-11-30 15:59:26.030524
Kc,Qd,bb,intermediate,aggress,2023-11-30 15:59:26.57314
6s,2h,bb,advanced,fold,2023-11-30 15:59:27.320149
Jd,5h,sb,advanced,aggress,2023-11-30 15:59:28.5463
Jc,5s,bb,advanced,fold,2023-11-30 15:59:30.261095
8d,Td,sb,advanced,aggress,2023-11-30 15:59:31.655185
5c,As,sb,intermediate,fold,2023-11-30 15:59:38.477149
2s,8h,bb,intermediate,fold,2023-11-30 15:59:39.825852
2s,9c,sb,intermediate,fold,2023-11-30 15:59:41.17901
4s,4c,sb,advanced,aggress,2023-11-30 15:59:43.82047
8h,5d,sb,intermediate,fold,2023-11-30 15:59:50.117242
6h,Qs,sb,advanced,aggress,2023-11-30 15:59:56.587643
5c,Ts,bb,advanced,fold,2023-11-30 16:00:05.779502
Js,7s,sb,advanced,aggress,2023-11-30 16:00:10.990442
6d,4c,bb,advanced,fold,2023-11-30 16:00:12.438469
Ac,Jd,sb,advanced,aggress,2023-11-30 16:00:13.564436
7s,Jc,bb,advanced,fold,2023-11-30 16:00:22.65345
4s,7h,sb,advanced,fold,2023-11-30 16:00:23.739356
Tc,4c,sb,advanced,aggress,2023-11-30 16:00:29.136618
4s,Jh,bb,advanced,fold,2023-11-30 16:00:37.97511
Qh,Kc,bb,advanced,aggress,2023-11-30 16:00:40.508526
6h,7c,sb,advanced,fold,2023-11-30 16:00:49.38812
Kh,7s,sb,advanced,aggress,2023-11-30 16:01:06.603799
6c,As,bb,advanced,aggress,2023-11-30 16:01:44.478052
8c,Ac,sb,advanced,aggress,2023-11-30 16:01:53.120633
Kc,4h,sb,advanced,aggress,2023-11-30 16:02:01.616031
7s,8c,sb,advanced,aggress,2023-11-30 16:02:13.721646
8c,6c,sb,advanced,aggress,2023-11-30 16:02:25.362808
2c,7d,bb,advanced,fold,2023-11-30 16:02:26.654639
Qh,2c,sb,advanced,aggress,2023-11-30 16:02:38.49879
Kd,Tc,sb,advanced,aggress,2023-11-30 16:02:51.093923
8c,5c,bb,advanced,fold,2023-11-30 16:03:02.229574
Kc,3h,sb,advanced,aggress,2023-11-30 16:03:03.340829
6c,Qd,bb,advanced,fold,2023-11-30 16:03:10.663764
6s,2c,sb,advanced,fold,2023-11-30 16:03:20.537826
8h,Kh,bb,advanced,aggress,2023-11-30 16:03:22.504586
9c,3c,sb,advanced,fold,2023-11-30 16:03:41.572771
3s,Ad,sb,advanced,aggress,2023-11-30 16:03:57.546153
3d,9c,sb,advanced,aggress,2023-11-30 16:04:02.861558
Td,8c,sb,advanced,aggress,2023-11-30 16:04:14.972176
2s,7d,sb,advanced,fold,2023-11-30 16:04:37.147436
Qs,9d,bb,advanced,aggress,2023-11-30 16:04:38.328964
Qd,3c,sb,advanced,aggress,2023-11-30 16:04:46.915601
2s,Ad,sb,advanced,aggress,2023-11-30 16:04:57.391275
Qs,8d,sb,advanced,aggress,2023-11-30 16:05:02.458026
5s,2c,sb,advanced,fold,2023-11-30 16:05:12.958876
Qd,8c,sb,advanced,aggress,2023-11-30 16:05:23.00714
3c,2d,sb,beginner,fold,2023-11-30 16:05:47.792037
4h,8h,sb,beginner,fold,2023-11-30 16:05:56.375109
8h,4h,sb,beginner,fold,2023-11-30 16:06:04.360228
6h,4d,bb,advanced,fold,2023-11-30 16:06:07.354062
Th,7h,bb,beginner,aggress,2023-11-30 16:06:09.26999
2h,6s,bb,advanced,fold,2023-11-30 16:06:10.186701
9s,3c,sb,advanced,aggress,2023-11-30 16:06:11.457547
3d,Jh,sb,advanced,aggress,2023-11-30 16:06:29.339204
8s,9h,sb,advanced,aggress,2023-11-30 16:06:32.571809
2c,9s,bb,beginner,fold,2023-11-30 16:06:32.758287
6d,5s,bb,advanced,fold,2023-11-30 16:06:33.914628
6h,Kc,bb,beginner,fold,2023-11-30 16:06:54.443793
2c,8h,sb,advanced,fold,2023-11-30 16:06:55.304079
Ts,6d,sb,beginner,fold,2023-11-30 16:06:56.7723
4s,2h,bb,advanced,fold,2023-11-30 16:07:13.837774
7d,4c,sb,advanced,fold,2023-11-30 16:07:15.087957
7h,Qc,sb,advanced,aggress,2023-11-30 16:07:26.159737
Ks,9c,bb,advanced,aggress,2023-11-30 16:07:35.064729
4d,5c,sb,advanced,fold,2023-11-30 16:07:44.067322
4s,Qs,sb,advanced,aggress,2023-11-30 16:07:47.106628
Kc,5c,bb,advanced,aggress,2023-11-30 16:07:56.39807
9d,9s,sb,advanced,aggress,2023-11-30 16:08:10.86657
Ac,8c,sb,advanced,aggress,2023-11-30 16:08:14.798826
2s,Ac,sb,advanced,aggress,2023-11-30 16:08:28.760194
5c,Th,bb,advanced,fold,2023-11-30 16:08:49.665068
Kd,2s,sb,advanced,aggress,2023-11-30 16:08:50.960626
Kc,7s,sb,advanced,aggress,2023-11-30 16:09:08.00361
Js,Tc,bb,advanced,aggress,2023-11-30 16:09:22.506915
4h,6c,sb,advanced,fold,2023-11-30 16:09:23.006295
5d,5c,sb,advanced,aggress,2023-11-30 16:09:28.055228
7c,Th,bb,advanced,fold,2023-11-30 16:09:41.88399
6c,Th,bb,advanced,fold,2023-11-30 16:09:42.106307
Ks,2d,sb,advanced,aggress,2023-11-30 16:09:43.23825
9d,2d,sb,advanced,fold,2023-11-30 16:09:43.775172
Jc,5d,sb,advanced,fold,2023-11-30 16:09:53.091618
3s,Qh,bb,advanced,fold,2023-11-30 16:10:00.941156
2s,4h,sb,advanced,fold,2023-11-30 16:10:02.323912
Ks,Kh,sb,advanced,aggress,2023-11-30 16:10:24.055562
Ts,Qh,sb,advanced,aggress,2023-11-30 16:10:41.342387
5c,9h,bb,advanced,fold,2023-11-30 16:10:49.939494
Th,2c,bb,advanced,fold,2023-11-30 16:10:52.366403
5h,Qs,sb,advanced,aggress,2023-11-30 16:10:53.365289
8d,5d,sb,advanced,fold,2023-11-30 16:11:06.418965
7d,Qh,bb,advanced,aggress,2023-11-30 16:11:13.020857
Jh,3s,sb,advanced,fold,2023-11-30 16:11:21.954968
Ks,3h,bb,advanced,aggress,2023-11-30 16:11:23.339836
4s,Ks,sb,advanced,aggress,2023-11-30 16:11:32.053009
9c,5h,bb,advanced,fold,2023-11-30 16:11:33.650892
Jh,Kh,sb,advanced,aggress,2023-11-30 16:11:46.481908
8s,Kd,bb,advanced,aggress,2023-11-30 16:12:02.85652
6s,7h,sb,advanced,aggress,2023-11-30 16:12:11.875399
9c,Ts,bb,advanced,aggress,2023-11-30 16:12:20.565413
Ks,2c,sb,advanced,aggress,2023-11-30 16:12:37.024853
3h,6h,bb,advanced,fold,2023-11-30 16:12:38.557055
Js,Jd,bb,advanced,aggress,2023-11-30 16:12:40.914989
6s,4d,bb,advanced,fold,2023-11-30 16:12:50.826389
8d,4h,sb,advanced,fold,2023-11-30 16:12:57.181031
5d,7s,sb,advanced,fold,2023-11-30 16:13:00.428293
8s,5d,sb,advanced,fold,2023-11-30 16:13:10.31181
Qh,6s,sb,advanced,aggress,2023-11-30 16:13:31.542863
6c,5d,sb,advanced,fold,2023-11-30 16:13:52.105156
Qs,Qc,sb,advanced,aggress,2023-11-30 16:13:57.07316
4d,3d,sb,advanced,aggress,2023-11-30 16:14:06.98964
Td,4c,sb,advanced,fold,2023-11-30 16:14:12.291055
6h,2d,sb,advanced,fold,2023-11-30 16:14:17.439854
6d,5h,sb,advanced,aggress,2023-11-30 16:14:23.188047
Kh,Ad,bb,advanced,aggress,2023-11-30 16:14:31.856818
7h,Ac,sb,advanced,aggress,2023-11-30 16:14:52.947718
5d,8h,sb,advanced,fold,2023-11-30 16:14:57.936035
9s,6c,bb,advanced,aggress,2023-11-30 16:14:59.473224
5d,8d,sb,advanced,aggress,2023-11-30 16:15:08.355786
8s,Kh,bb,advanced,aggress,2023-11-30 16:15:50.947566
As,6s,sb,advanced,aggress,2023-11-30 16:16:05.557747
Kd,4d,bb,advanced,aggress,2023-11-30 16:16:07.457201
7s,2d,sb,beginner,fold,2023-11-30 16:16:08.103744
As,9s,sb,advanced,aggress,2023-11-30 16:16:17.144182
Kc,8h,sb,advanced,aggress,2023-11-30 16:16:34.496203
8h,3s,bb,beginner,fold,2023-11-30 16:16:43.835381
Ts,7c,sb,advanced,fold,2023-11-30 16:17:00.451238
3c,4d,bb,beginner,aggress,2023-11-30 16:17:14.03581
As,5s,bb,beginner,aggress,2023-11-30 16:17:32.037354
4c,2s,sb,advanced,fold,2023-11-30 16:17:33.704589
8d,Ts,sb,advanced,aggress,2023-11-30 16:17:46.957965
6h,7c,bb,advanced,aggress,2023-11-30 16:18:01.969213
Qc,2d,bb,advanced,fold,2023-11-30 16:18:19.889953
4s,9d,sb,advanced,fold,2023-11-30 16:18:21.114548
As,8c,bb,advanced,aggress,2023-11-30 16:18:28.109716
Qs,9s,bb,advanced,aggress,2023-11-30 16:18:38.206852
Ac,2c,sb,advanced,aggress,2023-11-30 16:18:47.039292
7d,5d,bb,advanced,aggress,2023-11-30 16:18:52.889091
7s,Jc,sb,advanced,aggress,2023-11-30 16:19:01.934505
Ad,Th,bb,advanced,aggress,2023-11-30 16:19:03.372303
2d,3c,sb,advanced,fold,2023-11-30 16:19:17.318514
4c,7s,sb,advanced,fold,2023-11-30 16:19:22.590319
Ac,5s,bb,advanced,aggress,2023-11-30 16:19:24.109185
2c,4h,sb,advanced,fold,2023-11-30 16:19:37.975754
Tc,3s,sb,advanced,fold,2023-11-30 16:00:39.270455
9d,Js,sb,advanced,aggress,2023-11-30 16:00:54.439149
7s,8d,bb,advanced,fold,2023-11-30 16:01:54.980218
Qc,3c,sb,advanced,aggress,2023-11-30 16:01:56.2174
Jh,2d,bb,advanced,fold,2023-11-30 16:02:15.678084
Kc,Kd,sb,advanced,aggress,2023-11-30 16:02:17.286539
6d,9h,sb,advanced,fold,2023-11-30 16:02:22.770252
4s,Tc,bb,advanced,fold,2023-11-30 16:02:24.322121
3s,Ac,sb,advanced,aggress,2023-11-30 16:02:27.872522
6h,Qs,bb,advanced,aggress,2023-11-30 16:02:29.861342
2c,9c,bb,advanced,fold,2023-11-30 16:02:59.96338
Qs,Tc,sb,advanced,aggress,2023-11-30 16:03:00.955531
Ah,3d,sb,advanced,aggress,2023-11-30 16:03:08.756096
Js,Jh,sb,advanced,aggress,2023-11-30 16:03:11.738305
8s,2s,sb,advanced,fold,2023-11-30 16:03:17.488205
8d,2c,bb,advanced,fold,2023-11-30 16:03:19.053891
6d,8c,sb,advanced,fold,2023-11-30 16:03:31.346264
Qc,3d,sb,advanced,aggress,2023-11-30 16:03:36.488855
Qd,Jh,sb,advanced,aggress,2023-11-30 16:03:46.695053
3h,Ac,bb,advanced,aggress,2023-11-30 16:03:48.730044
8s,Ad,bb,advanced,aggress,2023-11-30 16:04:17.364452
Ts,Td,bb,beginner,aggress,2023-11-30 16:04:18.069433
Jc,2s,sb,advanced,aggress,2023-11-30 16:04:26.888485
9c,9h,sb,beginner,aggress,2023-11-30 16:04:32.948443
3d,4c,bb,advanced,fold,2023-11-30 16:04:35.772998
Jd,8c,bb,advanced,fold,2023-11-30 16:04:56.066622
2c,2h,bb,advanced,aggress,2023-11-30 16:05:03.939883
Qh,8c,sb,advanced,aggress,2023-11-30 16:05:18.004332
5d,Qd,sb,advanced,aggress,2023-11-30 16:05:41.743432
Qc,2c,bb,advanced,aggress,2023-11-30 16:05:50.1571
Qs,5s,sb,advanced,aggress,2023-11-30 16:05:58.91533
6c,Jd,bb,beginner,fold,2023-11-30 16:06:00.814707
Ad,Ac,sb,advanced,aggress,2023-11-30 16:06:08.6703
Kc,4d,sb,beginner,fold,2023-11-30 16:06:18.931875
Js,Ac,bb,advanced,aggress,2023-11-30 16:06:20.471287
Ad,Td,bb,beginner,aggress,2023-11-30 16:06:20.975706
7c,3d,sb,beginner,fold,2023-11-30 16:06:30.940272
4h,7h,bb,advanced,fold,2023-11-30 16:06:31.201741
7s,Th,sb,beginner,aggress,2023-11-30 16:06:35.284815
8d,4s,sb,advanced,fold,2023-11-30 16:06:35.635022
3h,Ts,sb,advanced,fold,2023-11-30 16:06:40.586562
As,2d,bb,beginner,aggress,2023-11-30 16:06:42.470841
6c,2s,sb,beginner,fold,2023-11-30 16:06:52.566534
Jh,3h,bb,beginner,fold,2023-11-30 16:06:59.387219
Jc,Td,sb,advanced,aggress,2023-11-30 16:07:00.374868
Jh,7d,bb,advanced,aggress,2023-11-30 16:07:17.01327
6h,3c,bb,advanced,fold,2023-11-30 16:07:45.906568
7d,3d,sb,advanced,aggress,2023-11-30 16:08:05.752556
4h,2c,bb,advanced,fold,2023-11-30 16:08:13.416343
5s,4c,sb,advanced,fold,2023-11-30 16:08:26.868657
Tc,Qs,sb,advanced,aggress,2023-11-30 16:08:31.906806
7c,8d,bb,advanced,aggress,2023-11-30 16:08:35.451224
3h,Js,sb,advanced,fold,2023-11-30 16:08:42.980159
9s,7h,sb,advanced,aggress,2023-11-30 16:08:45.257935
Td,8h,bb,advanced,fold,2023-11-30 16:08:47.038
8s,Jc,sb,advanced,aggress,2023-11-30 16:08:48.207006
6d,7s,bb,advanced,fold,2023-11-30 16:08:49.815855
3c,8c,sb,advanced,fold,2023-11-30 16:08:54.374817
8s,5s,bb,advanced,fold,2023-11-30 16:09:00.519256
4c,3s,sb,advanced,fold,2023-11-30 16:09:03.104143
2h,3h,sb,advanced,fold,2023-11-30 16:09:03.796401
4d,6d,bb,advanced,fold,2023-11-30 16:09:08.505218
8d,Td,sb,advanced,aggress,2023-11-30 16:09:11.412352
4c,2s,sb,advanced,fold,2023-11-30 16:09:13.053152
Td,Qs,bb,advanced,aggress,2023-11-30 16:09:14.379648
Jh,3d,sb,advanced,fold,2023-11-30 16:09:18.651995
Jc,5s,sb,advanced,aggress,2023-11-30 16:09:32.159954
5d,Kc,sb,advanced,aggress,2023-11-30 16:09:33.337117
6d,6c,sb,advanced,aggress,2023-11-30 16:09:48.601115
7h,6c,bb,advanced,fold,2023-11-30 16:09:57.773463
Qd,5h,sb,advanced,aggress,2023-11-30 16:09:59.406266
7s,Js,bb,advanced,fold,2023-11-30 16:09:59.708306
Kd,9h,sb,advanced,aggress,2023-11-30 16:10:02.070905
As,3s,bb,advanced,aggress,2023-11-30 16:10:03.420149
7h,4d,bb,advanced,fold,2023-11-30 16:10:04.394317
4d,9s,sb,advanced,fold,2023-11-30 16:10:07.075892
4h,As,sb,advanced,fold,2023-11-30 16:10:11.934594
3d,8s,sb,advanced,fold,2023-11-30 16:10:16.804685
Kh,8s,sb,advanced,aggress,2023-11-30 16:10:21.754186
6h,2s,bb,advanced,fold,2023-11-30 16:10:23.19048
Js,Ac,bb,advanced,aggress,2023-11-30 16:10:32.789333
Qh,8h,sb,advanced,aggress,2023-11-30 16:10:51.018431
6c,Th,bb,advanced,fold,2023-11-30 16:11:02.172478
3c,6s,sb,advanced,fold,2023-11-30 16:11:03.507131
4h,6d,bb,advanced,fold,2023-11-30 16:11:05.275845
Ac,6d,sb,advanced,aggress,2023-11-30 16:11:11.283752
3c,8d,sb,advanced,aggress,2023-11-30 16:11:35.099828
Qs,2h,bb,advanced,aggress,2023-11-30 16:11:37.889007
6s,Kh,sb,advanced,aggress,2023-11-30 16:11:51.805803
Jc,Kd,bb,advanced,aggress,2023-11-30 16:11:53.158381
Ad,Jc,sb,advanced,aggress,2023-11-30 16:12:01.554775
3h,5d,sb,advanced,fold,2023-11-30 16:12:30.078731
3h,5s,sb,advanced,fold,2023-11-30 16:12:39.697744
Jd,Ah,sb,advanced,aggress,2023-11-30 16:12:49.546258
Qc,Td,sb,advanced,aggress,2023-11-30 16:12:52.185772
3s,7h,bb,advanced,fold,2023-11-30 16:12:58.582804
Qs,Jh,sb,advanced,aggress,2023-11-30 16:13:05.326055
Qc,8c,bb,advanced,aggress,2023-11-30 16:13:11.574018
5s,7d,sb,advanced,fold,2023-11-30 16:13:20.864192
Ts,Kc,bb,advanced,aggress,2023-11-30 16:13:22.841448
9h,Td,bb,advanced,aggress,2023-11-30 16:13:33.105803
5c,8s,sb,advanced,aggress,2023-11-30 16:13:42.076494
Th,Kh,bb,advanced,aggress,2023-11-30 16:13:43.529696
Qh,3d,bb,advanced,fold,2023-11-30 16:14:05.797974
Js,4c,sb,advanced,aggress,2023-11-30 16:14:40.594592
5h,9d,bb,beginner,fold,2023-11-30 16:14:58.777748
Tc,Qs,sb,beginner,aggress,2023-11-30 16:15:00.259941
Qh,9s,sb,advanced,aggress,2023-11-30 16:15:20.49055
Th,3c,sb,advanced,fold,2023-11-30 16:15:32.703334
As,Th,bb,advanced,aggress,2023-11-30 16:15:33.914282
Ah,7h,sb,advanced,aggress,2023-11-30 16:15:42.471562
5s,Qc,sb,advanced,aggress,2023-11-30 16:16:00.573098
Qh,6s,sb,advanced,aggress,2023-11-30 16:16:22.33417
5d,Jd,sb,beginner,aggress,2023-11-30 16:16:28.028031
6h,8s,sb,advanced,fold,2023-11-30 16:16:39.681928
Qd,3h,sb,advanced,aggress,2023-11-30 16:16:46.141603
9s,Kd,sb,beginner,aggress,2023-11-30 16:16:59.840012
Ah,9c,bb,advanced,aggress,2023-11-30 16:17:01.934364
Jh,3c,sb,advanced,fold,2023-11-30 16:17:10.679295
Ac,9s,sb,advanced,aggress,2023-11-30 16:17:15.82315
2d,9s,sb,beginner,fold,2023-11-30 16:17:23.916498
6s,Jc,sb,advanced,fold,2023-11-30 16:17:28.570125
9h,8h,bb,advanced,aggress,2023-11-30 16:17:35.305173
6c,Kh,sb,advanced,aggress,2023-11-30 16:17:44.625846
2s,4s,bb,advanced,fold,2023-11-30 16:17:45.879657
Qh,Qc,sb,advanced,aggress,2023-11-30 16:17:52.597262
9c,Jc,sb,advanced,aggress,2023-11-30 16:18:10.478503
6d,4c,sb,advanced,fold,2023-11-30 16:18:26.366415
5h,7c,sb,advanced,fold,2023-11-30 16:18:36.945395
7s,5d,bb,advanced,fold,2023-11-30 16:18:48.837948
9d,3s,sb,advanced,fold,2023-11-30 16:18:50.303198
4d,2d,sb,advanced,fold,2023-11-30 16:19:12.447412
9d,Jd,sb,advanced,aggress,2023-11-30 16:19:32.684534
4d,Qc,sb,advanced,aggress,2023-11-30 16:19:43.106263
9d,Tc,bb,advanced,aggress,2023-11-30 16:19:45.414332
2h,5c,sb,advanced,fold,2023-11-30 16:46:08.03133
Kc,4h,bb,advanced,aggress,2023-11-30 16:46:18.517026
8c,6d,sb,advanced,fold,2023-11-30 16:46:30.952373
4h,8c,sb,advanced,fold,2023-11-30 16:46:36.767359
8s,3c,sb,advanced,fold,2023-11-30 16:46:44.271203
8d,Ac,sb,advanced,aggress,2023-11-30 16:46:50.002818
As,4s,bb,advanced,aggress,2023-11-30 16:46:52.176579
3h,3c,sb,advanced,aggress,2023-11-30 16:47:01.630411
Kh,5h,sb,advanced,aggress,2023-11-30 16:47:07.299766
6s,7c,bb,advanced,aggress,2023-11-30 16:47:17.51422
Jd,Ah,sb,advanced,aggress,2023-11-30 16:47:27.522933
9h,8s,sb,advanced,aggress,2023-11-30 16:47:51.271818
Kd,3s,sb,advanced,aggress,2023-11-30 16:48:31.362928
4s,7h,sb,advanced,fold,2023-11-30 16:48:43.997591
8d,5h,bb,advanced,fold,2023-11-30 16:48:45.853581
3c,3h,sb,advanced,aggress,2023-11-30 16:48:47.521371
Kc,9s,bb,advanced,aggress,2023-11-30 16:48:56.961393
4d,9c,sb,advanced,fold,2023-11-30 16:49:06.711808
Jd,Ks,bb,advanced,aggress,2023-11-30 16:49:09.433536
9h,Ts,sb,advanced,aggress,2023-11-30 16:49:26.82174
2d,7c,bb,advanced,fold,2023-11-30 16:49:28.744768
6d,7h,sb,advanced,fold,2023-11-30 16:49:59.07476
Qh,2s,bb,advanced,fold,2023-11-30 16:50:00.599786
5d,6d,sb,advanced,fold,2023-11-30 16:50:02.272416
6s,5d,bb,advanced,fold,2023-11-30 16:50:04.35356
7h,8s,sb,advanced,aggress,2023-11-30 16:50:06.285143
4s,Ah,bb,advanced,aggress,2023-11-30 16:50:08.718339
6h,Qd,sb,advanced,aggress,2023-11-30 16:50:26.415248
Jh,Qd,bb,advanced,aggress,2023-11-30 16:50:28.299673
Js,7c,sb,advanced,aggress,2023-11-30 16:50:38.701915
7d,Ad,bb,advanced,aggress,2023-11-30 16:50:48.17594
Th,6h,sb,advanced,aggress,2023-11-30 16:50:57.413235
2s,7c,bb,advanced,fold,2023-11-30 16:50:59.29888
3h,7s,sb,advanced,fold,2023-11-30 16:51:00.903891
Ts,Kh,bb,advanced,aggress,2023-11-30 16:51:02.613222
Ah,Qd,sb,advanced,aggress,2023-11-30 16:51:11.4406
2h,3c,bb,advanced,fold,2023-11-30 16:51:21.092757
Kh,5c,sb,advanced,aggress,2023-11-30 16:51:24.72785
5h,2d,bb,advanced,fold,2023-11-30 16:51:27.108613
Ks,Jc,sb,advanced,aggress,2023-11-30 16:51:29.757819
2h,Ks,bb,advanced,aggress,2023-11-30 16:51:34.315529
Jd,4s,sb,advanced,fold,2023-11-30 16:51:46.020325
3d,2h,bb,advanced,fold,2023-11-30 16:51:52.242465
7d,Ts,sb,advanced,fold,2023-11-30 16:51:57.796254
Jh,Kd,bb,advanced,aggress,2023-11-30 16:51:59.483719
Ad,Jd,sb,advanced,aggress,2023-11-30 16:52:08.395132
4s,2s,sb,advanced,aggress,2023-11-30 16:52:23.705756
2d,Ts,sb,advanced,fold,2023-11-30 16:52:36.405061
Ts,Js,bb,advanced,aggress,2023-11-30 16:52:38.206254
8d,8s,sb,advanced,aggress,2023-11-30 16:52:46.948891
4s,Qd,bb,advanced,fold,2023-11-30 16:52:57.028369
Ts,7d,sb,advanced,fold,2023-11-30 16:52:58.539223
3c,Qh,sb,advanced,fold,2023-11-30 16:53:04.432042
Kh,6c,bb,advanced,aggress,2023-11-30 16:53:08.160974
9d,3d,sb,advanced,fold,2023-11-30 16:53:17.611318
5s,2c,bb,advanced,fold,2023-11-30 16:53:19.760332
3d,4s,sb,advanced,fold,2023-11-30 16:53:21.460099
6c,8d,bb,advanced,fold,2023-11-30 16:53:23.247228
Qh,Kc,sb,advanced,aggress,2023-11-30 16:53:24.659258
5s,2c,sb,advanced,fold,2023-11-30 16:53:42.362107
3s,4c,bb,advanced,fold,2023-11-30 16:53:43.920235
Jh,2c,sb,advanced,fold,2023-11-30 16:53:45.506266
Kc,9c,sb,advanced,aggress,2023-11-30 16:53:51.443948
Ad,7h,sb,advanced,aggress,2023-11-30 16:54:04.144368
Qs,Kh,bb,advanced,aggress,2023-11-30 16:54:06.59296
5d,8h,sb,advanced,fold,2023-11-30 16:54:16.491011
2d,Jc,sb,advanced,fold,2023-11-30 16:54:28.407918
6s,4s,bb,advanced,aggress,2023-11-30 16:54:32.847453
As,2h,sb,advanced,aggress,2023-11-30 16:54:41.943663
8d,Ad,sb,advanced,aggress,2023-11-30 16:54:47.923837
3h,As,sb,advanced,aggress,2023-11-30 16:54:54.189348
7c,7s,bb,advanced,aggress,2023-11-30 16:54:56.179183
Th,3d,sb,advanced,fold,2023-11-30 16:55:04.939793
9c,Kc,bb,advanced,aggress,2023-11-30 16:55:06.738905
4c,7h,sb,advanced,fold,2023-11-30 16:55:16.021246
Kh,4c,bb,advanced,aggress,2023-11-30 16:55:20.489473
7d,5c,sb,advanced,fold,2023-11-30 16:55:31.371721
Jd,6c,sb,advanced,fold,2023-11-30 16:55:38.437434
Ts,As,bb,advanced,aggress,2023-11-30 16:55:48.077336
Th,3s,sb,advanced,fold,2023-11-30 16:55:56.897156
9s,5s,sb,advanced,aggress,2023-11-30 16:56:02.579232
Kh,Jc,sb,advanced,aggress,2023-11-30 16:56:08.322254
Tc,2c,bb,advanced,fold,2023-11-30 16:56:17.389944
9h,2s,sb,advanced,fold,2023-11-30 16:56:19.115617
5h,9s,bb,advanced,fold,2023-11-30 16:56:21.085874
9h,8c,sb,advanced,aggress,2023-11-30 16:56:22.688444
2c,5s,bb,advanced,fold,2023-11-30 16:56:25.525296
5s,5h,sb,advanced,aggress,2023-11-30 16:56:27.347048
7s,Qc,bb,advanced,aggress,2023-11-30 16:56:36.416661
Th,6c,sb,advanced,fold,2023-11-30 16:56:45.541598
7c,8d,bb,advanced,fold,2023-11-30 16:56:48.707361
8d,2s,sb,advanced,fold,2023-11-30 16:56:50.454799
Jd,5d,bb,advanced,aggress,2023-11-30 16:56:52.440183
8h,6c,sb,advanced,fold,2023-11-30 16:57:01.681903
9s,3d,bb,advanced,fold,2023-11-30 16:57:03.426822
2h,9s,sb,advanced,fold,2023-11-30 16:57:05.058371
5c,9h,bb,advanced,fold,2023-11-30 16:57:06.719886
Qh,5h,sb,advanced,aggress,2023-11-30 16:57:08.149277
8c,As,sb,advanced,aggress,2023-11-30 16:57:21.003234
7c,8s,bb,advanced,aggress,2023-11-30 16:57:23.765444
Ad,2d,sb,advanced,aggress,2023-11-30 16:57:33.901623
5c,7d,bb,advanced,fold,2023-11-30 16:57:38.0425
